方向编号,方向,支撑关系,序号,标题,作者,出处,年份,国别,被引,类型,DOI,OpenAlexID
E10,养殖 AI 系统可信性工程（MLOps / 漂移监测 / 幻觉审计）,新方向（支撑 D6）,6,Innovative solutions for aquaculture: detecting fish diseases with hybrid deep learning model and explainable artificial intelligence,"Anıl Utku, Abdulkadir Barut, Hind Alofaysan",Aquaculture International,2025,国外,2,方法/分析,10.1007/s10499-025-02406-w,s10499-025-02406-w
E10,养殖 AI 系统可信性工程（MLOps / 漂移监测 / 幻觉审计）,新方向（支撑 D6）,7,Robust Water Quality Prediction Across Multiple Indicator Formulations Using an Explainable Ensemble Learning Model,"Huu-Du Nguyen, Thuong  Chi Doan",,2025,国外,1,方法/分析,10.2139/ssrn.5318858,ssrn.5318858
E10,养殖 AI 系统可信性工程（MLOps / 漂移监测 / 幻觉审计）,新方向（支撑 D6）,8,Revolutionizing Water Cut Monitoring: Strategic Field Deployment of a Data Science Framework,"Khalid Al-Dohaiem, Bibi Hussain Akbar, Bogi Haryo Nugroho, Brahmantiyo Aji Sumarto, Joel Titus",ADIPEC,2025,国外,0,工程落地,10.2118/229209-ms,229209-ms
E10,养殖 AI 系统可信性工程（MLOps / 漂移监测 / 幻觉审计）,新方向（支撑 D6）,9,Corroded submarine pipeline degradation prediction based on theory-guided IMOSOA-EL model,"Xingyuan Miao, Hong Zhao",Reliability Engineering &amp; System Safety,2024,国外,25,工程落地,10.1016/j.ress.2023.109902,j.ress.2023.109902
E10,养殖 AI 系统可信性工程（MLOps / 漂移监测 / 幻觉审计）,新方向（支撑 D6）,10,A novel degradation model and reliability evaluation methodology based on two-phase feature extraction: An application to marine lubricating oil pump,"Zhiwei Chen, Yanlin Zhao, Jinling Yang, Yao Wang, Hongyan Dui",Reliability Engineering &amp; System Safety,2024,国外,10,工程落地,10.1016/j.ress.2023.109883,j.ress.2023.109883
E10,养殖 AI 系统可信性工程（MLOps / 漂移监测 / 幻觉审计）,新方向（支撑 D6）,11,Investigating the Suitability of Concept Drift Detection for Detecting Leakages in Water Distribution Networks,"Valerie Vaquet, Fabian Hinder, Barbara Hammer",Proceedings of the 13th International Conference on Pattern Recognition Applications and Methods,2024,国外,4,方法/分析,10.5220/0012361200003654,0012361200003654
E10,养殖 AI 系统可信性工程（MLOps / 漂移监测 / 幻觉审计）,新方向（支撑 D6）,12,Deployment of a Solar-Powered Field Camera for Monitoring Living Marine Resources,"Kevin Bennett, Robert Vincent, Andrew Bennett, Michael Triantafyllou",OCEANS 2024 - Halifax,2024,国外,1,工程落地,10.1109/oceans55160.2024.10753937,oceans55160.2024.10753937
E10,养殖 AI 系统可信性工程（MLOps / 漂移监测 / 幻觉审计）,新方向（支撑 D6）,13,Uncertainty quantification of a deep learning model for failure rate prediction of water distribution networks,"Xudong Fan, Xijin Zhang, Xiong Bill Yu",Reliability Engineering &amp; System Safety,2023,国外,63,方法/分析,10.1016/j.ress.2023.109088,j.ress.2023.109088
E10,养殖 AI 系统可信性工程（MLOps / 漂移监测 / 幻觉审计）,新方向（支撑 D6）,14,Network of AI and trustworthy: response to Simion and Kelp’s account of trustworthy AI,Fei Song,Asian Journal of Philosophy,2023,国外,6,方法/分析,10.1007/s44204-023-00108-9,s44204-023-00108-9
E10,养殖 AI 系统可信性工程（MLOps / 漂移监测 / 幻觉审计）,新方向（支撑 D6）,15,A low-power water quality monitoring system and prediction model,"Yangde Li, Zaimi Xie, Chunmei Mo, Yuge Chen, Ji Wang",2022 IEEE 24th International Workshop on Multimedia Signal Processing (MMSP),2022,国内,0,工程落地,10.1109/mmsp55362.2022.9949436,mmsp55362.2022.9949436
E10,养殖 AI 系统可信性工程（MLOps / 漂移监测 / 幻觉审计）,新方向（支撑 D6）,16,History Matching and Uncertainty Quantification of Reservoir Performance With Generative Deep Learning and Graph Convolutions,"G. Shishaev, V. Demyanov, D. Arnold, R. Vygon",ECMOR 2022,2022,国外,0,方法/分析,10.3997/2214-4609.202244105,2214-4609.202244105
E10,养殖 AI 系统可信性工程（MLOps / 漂移监测 / 幻觉审计）,新方向（支撑 D6）,17,Multi-year predictability of Colorado River water supply using a drift-free decadal climate prediction system,"Yoshimitsu Chikamoto, Simon Wang, Matt Yost, Larissa Yocom, Robert Gillies",,2021,国外,0,工程落地,10.5194/egusphere-egu21-2951,egusphere-egu21-2951
